Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
P77499	reviewed	SUFC_ECOLI	Probable ATP-dependent transporter SufC	sufC ynhD b1682 JW1672	Escherichia coli (strain K12)	248
P77503	reviewed	YCJS_ECOLI	D-glucoside 3-dehydrogenase, EC 1.1.1.-	ycjS b1315 JW1308	Escherichia coli (strain K12)	351
P77522	reviewed	SUFB_ECOLI	FeS cluster assembly protein SufB	sufB ynhE b1683 JW5273	Escherichia coli (strain K12)	495
P77570	reviewed	ANMK_ECOLI	Anhydro-N-acetylmuramic acid kinase, EC 2.7.1.170 (AnhMurNAc kinase)	anmK ydhH b1640 JW1632	Escherichia coli (strain K12)	369
P77580	reviewed	ACDH_ECOLI	Acetaldehyde dehydrogenase, EC 1.2.1.10 (Acetaldehyde dehydrogenase [acetylating])	mhpF mhpE b0351 JW0342	Escherichia coli (strain K12)	316
P77585	reviewed	YPDE_ECOLI	Aminopeptidase YpdE, EC 3.4.11.-	ypdE b2384 JW2381	Escherichia coli (strain K12)	345
P77589	reviewed	MHPT_ECOLI	3-(3-hydroxy-phenyl)propionate transporter, 3HPP transporter (3-(3-hydroxy-phenyl)propionate:H(+) symporter, 3HPP:H(+) symporter)	mhpT yaiK b0353 JW5046	Escherichia coli (strain K12)	403
P77608	reviewed	MHPD_ECOLI	2-keto-4-pentenoate hydratase, EC 4.2.1.80 (2-hydroxypentadienoic acid hydratase)	mhpD b0350 JW0341	Escherichia coli (strain K12)	269
P77619	reviewed	YFEW_ECOLI	Putative D-alanyl-D-alanine carboxypeptidase, EC 3.4.16.4 (DD-carboxypeptidase, DD-CPase) (Penicillin binding protein 4B)	yfeW pbp4B b2430 JW5395	Escherichia coli (strain K12)	434
P77650	reviewed	HCAD_ECOLI	3-phenylpropionate/cinnamic acid dioxygenase ferredoxin--NAD(+) reductase component, EC 1.18.1.3	hcaD hcaA4 phdA yfhY b2542 JW2526	Escherichia coli (strain K12)	400
P77731	reviewed	ALLA_ECOLI	Ureidoglycolate lyase, EC 4.3.2.3 (Ureidoglycolatase) (Ureidoglycolate hydrolase)	allA glxA2 ybbT b0505 JW0493	Escherichia coli (strain K12)	160
P77743	reviewed	PRPR_ECOLI	Propionate catabolism operon regulatory protein	prpR yahP b0330 JW0322	Escherichia coli (strain K12)	528
P77747	reviewed	OMPN_ECOLI	Outer membrane porin N (Outer membrane protein N) (Porin OmpN)	ompN ynaG b1377 JW1371	Escherichia coli (strain K12)	377
P77783	reviewed	YNFF_ECOLI	Probable dimethyl sulfoxide reductase chain YnfF, DMSO reductase, EC 1.8.99.-	ynfF b1588 JW5260	Escherichia coli (strain K12)	807
P77790	reviewed	DDPX_ECOLI	D-alanyl-D-alanine dipeptidase, D-Ala-D-Ala dipeptidase, EC 3.4.13.22	ddpX vanX yddT b1488 JW1483	Escherichia coli (strain K12)	193
P77858	reviewed	HYFC_ECOLI	Hydrogenase-4 component C, EC 1.-.-.-	hyfC b2483 JW2468	Escherichia coli (strain K12)	315
P78285	reviewed	LYSD_ECOLI	Lysozyme RrrD, EC 3.2.1.17 (Endolysin) (Lysis protein) (Muramidase)	rrrD arrD ybcS b0555 JW0544	Escherichia coli (strain K12)	165
P80644	reviewed	SSUE_ECOLI	FMN reductase (NADPH), EC 1.5.1.38 (FMN reductase) (Sulfate starvation-induced protein 4, SSI4)	ssuE ycbP b0937 JW0920	Escherichia coli (strain K12)	191
Q2EES9	reviewed	TORI_ECOLI	Response regulator inhibitor for tor operon, Tor inhibitor	torI b4501 JW5387	Escherichia coli (strain K12)	66
Q46799	reviewed	XDHA_ECOLI	Putative xanthine dehydrogenase molybdenum-binding subunit XdhA, EC 1.17.1.4	xdhA ygeS b2866 JW5462	Escherichia coli (strain K12)	752
Q46800	reviewed	XDHB_ECOLI	Putative xanthine dehydrogenase FAD-binding subunit XdhB, EC 1.17.1.4	xdhB ygeT b2867 JW2835	Escherichia coli (strain K12)	292
Q46817	reviewed	GHXQ_ECOLI	Guanine/hypoxanthine permease GhxQ	ghxQ ygfQ ygfR b4464 JW5467	Escherichia coli (strain K12)	455
Q46824	reviewed	YGFX_ECOLI	Inner membrane protein YgfX (Toxin CptA)	ygfX cptA b2896 JW2864	Escherichia coli (strain K12)	135
Q46829	reviewed	BGLA_ECOLI	6-phospho-beta-glucosidase BglA, EC 3.2.1.86 (Phospho-beta-glucosidase A)	bglA bglD yqfC b2901 JW2869	Escherichia coli (strain K12)	479
Q46851	reviewed	GPR_ECOLI	L-glyceraldehyde 3-phosphate reductase, GAP reductase, EC 1.1.1.-	gpr mgrA yghZ b3001 JW2970	Escherichia coli (strain K12)	346
Q46868	reviewed	UBIK_ECOLI	Ubiquinone biosynthesis accessory factor UbiK	ubiK yqiC b3042 JW5505	Escherichia coli (strain K12)	96
Q47140	reviewed	HCAF_ECOLI	3-phenylpropionate/cinnamic acid dioxygenase subunit beta, EC 1.14.12.19	hcaF digB hcaA2 hcaB phdC2 yfhV b2539 JW2523	Escherichia coli (strain K12)	172
Q47156	reviewed	YAFN_ECOLI	Antitoxin YafN	yafN b0232 JW0222	Escherichia coli (strain K12)	97
Q47157	reviewed	YAFO_ECOLI	mRNA interferase toxin YafO, EC 3.1.-.- (Endoribonuclease YafO) (Toxin YafO)	yafO b0233 JW0223	Escherichia coli (strain K12)	132
Q47537	reviewed	TAUA_ECOLI	Taurine-binding periplasmic protein (Sulfate starvation-induced protein 1, SSI1)	tauA ssiA yaiR b0365 JW0357	Escherichia coli (strain K12)	320
Q47539	reviewed	TAUC_ECOLI	Taurine transport system permease protein TauC	tauC ssiC yaiJ b0367 JW0359	Escherichia coli (strain K12)	275
A5A618	reviewed	YNHF_ECOLI	Uncharacterized protein YnhF	ynhF b4602 JW1649.1	Escherichia coli (strain K12)	29
B1X631	reviewed	RLMH_ECODH	Ribosomal RNA large subunit methyltransferase H, EC 2.1.1.177 (23S rRNA (pseudouridine1915-N3)-methyltransferase) (23S rRNA m3Psi1915 methyltransferase) (rRNA (pseudouridine-N3-)-methyltransferase RlmH)	rlmH1 ECDH10B_0597; rlmH2 ECDH10B_0705	Escherichia coli (strain K12 / DH10B)	155
B1X656	reviewed	MIAB_ECODH	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase, EC 2.8.4.3 ((Dimethylallyl)adenosine tRNA methylthiotransferase MiaB) (tRNA-i(6)A37 methylthiotransferase)	miaB ECDH10B_0730	Escherichia coli (strain K12 / DH10B)	474
B1X658	reviewed	OTSA_ECODH	Trehalose-6-phosphate synthase, TPS, EC 2.4.1.15 (Alpha,alpha-trehalose-phosphate synthase [UDP-forming]) (Osmoregulatory trehalose synthesis protein A, OtsA) (UDP-glucose-glucosephosphate glucosyltransferase)	otsA ECDH10B_2037	Escherichia coli (strain K12 / DH10B)	474
B1X6D4	reviewed	AROE_ECODH	Shikimate dehydrogenase (NADP(+)), SDH, EC 1.1.1.25	aroE ECDH10B_3456	Escherichia coli (strain K12 / DH10B)	272
B1X6D5	reviewed	TSAC_ECODH	Threonylcarbamoyl-AMP synthase, TC-AMP synthase, EC 2.7.7.87 (L-threonylcarbamoyladenylate synthase) (t(6)A37 threonylcarbamoyladenosine biosynthesis protein TsaC) (tRNA threonylcarbamoyladenosine biosynthesis protein TsaC)	tsaC rimN ECDH10B_3457	Escherichia coli (strain K12 / DH10B)	190
B1X6E1	reviewed	RSMB_ECODH	Ribosomal RNA small subunit methyltransferase B, EC 2.1.1.176 (16S rRNA m5C967 methyltransferase) (rRNA (cytosine-C(5)-)-methyltransferase RsmB)	rsmB sun ECDH10B_3463	Escherichia coli (strain K12 / DH10B)	429
B1X6K1	reviewed	KEFG_ECODH	Glutathione-regulated potassium-efflux system ancillary protein KefG (Putative quinone oxidoreductase KefG, EC 1.6.5.2)	kefG ECDH10B_3527	Escherichia coli (strain K12 / DH10B)	184
B1X6L1	reviewed	NAGB_ECODH	Glucosamine-6-phosphate deaminase, EC 3.5.99.6 (GlcN6P deaminase, GNPDA) (Glucosamine-6-phosphate isomerase)	nagB ECDH10B_0743	Escherichia coli (strain K12 / DH10B)	266
B1X6L3	reviewed	SYQ_ECODH	Glutamine--tRNA ligase, EC 6.1.1.18 (Glutaminyl-tRNA synthetase, GlnRS)	glnS ECDH10B_0745	Escherichia coli (strain K12 / DH10B)	554
B1X6M8	reviewed	KDPB_ECODH	Potassium-transporting ATPase ATP-binding subunit, EC 7.2.2.6 (ATP phosphohydrolase [potassium-transporting] B chain) (Potassium-binding and translocating subunit B) (Potassium-translocating ATPase B chain)	kdpB ECDH10B_0763	Escherichia coli (strain K12 / DH10B)	682
B1X6P5	reviewed	END8_ECODH	Endonuclease 8 (DNA glycosylase/AP lyase Nei, EC 3.2.2.-, EC 4.2.99.18) (DNA-(apurinic or apyrimidinic site) lyase Nei) (Endonuclease VIII)	nei ECDH10B_0781	Escherichia coli (strain K12 / DH10B)	263
B1X6Q8	reviewed	SUCC_ECODH	Succinate--CoA ligase [ADP-forming] subunit beta, EC 6.2.1.5 (Succinyl-CoA synthetase subunit beta, SCS-beta)	sucC ECDH10B_0794	Escherichia coli (strain K12 / DH10B)	388
B1X6S4	reviewed	NADA_ECODH	Quinolinate synthase, EC 2.5.1.72	nadA ECDH10B_0817	Escherichia coli (strain K12 / DH10B)	347
B1X6T0	reviewed	COBS_ECODH	Adenosylcobinamide-GDP ribazoletransferase, EC 2.7.8.26 (Cobalamin synthase) (Cobalamin-5'-phosphate synthase)	cobS ECDH10B_2136	Escherichia coli (strain K12 / DH10B)	247
B1X6V6	reviewed	HIS1_ECODH	ATP phosphoribosyltransferase, ATP-PRT, ATP-PRTase, EC 2.4.2.17	hisG ECDH10B_2167	Escherichia coli (strain K12 / DH10B)	299
B1X6W2	reviewed	HIS6_ECODH	Imidazole glycerol phosphate synthase subunit HisF, EC 4.3.2.10 (IGP synthase cyclase subunit) (IGP synthase subunit HisF) (ImGP synthase subunit HisF, IGPS subunit HisF)	hisF ECDH10B_2173	Escherichia coli (strain K12 / DH10B)	258
B1X701	reviewed	DCD_ECODH	dCTP deaminase, EC 3.5.4.13 (Deoxycytidine triphosphate deaminase)	dcd ECDH10B_2215	Escherichia coli (strain K12 / DH10B)	193
B1X736	reviewed	AROB_ECODH	3-dehydroquinate synthase, DHQS, EC 4.2.3.4	aroB ECDH10B_3564	Escherichia coli (strain K12 / DH10B)	362
B1X737	reviewed	AROK_ECODH	Shikimate kinase 1, SK 1, EC 2.7.1.71	aroK ECDH10B_3565	Escherichia coli (strain K12 / DH10B)	173
B1X750	reviewed	PCKA_ECODH	Phosphoenolpyruvate carboxykinase (ATP), PCK, PEP carboxykinase, PEPCK, EC 4.1.1.49	pckA ECDH10B_3578	Escherichia coli (strain K12 / DH10B)	540
B1X758	reviewed	BIOH_ECODH	Pimeloyl-[acyl-carrier protein] methyl ester esterase, EC 3.1.1.85 (Biotin synthesis protein BioH) (Carboxylesterase BioH)	bioH ECDH10B_3587	Escherichia coli (strain K12 / DH10B)	256
B1X764	reviewed	MALT_ECODH	HTH-type transcriptional regulator MalT (ATP-dependent transcriptional activator MalT)	malT ECDH10B_3593	Escherichia coli (strain K12 / DH10B)	901
B1X775	reviewed	GLGC_ECODH	Glucose-1-phosphate adenylyltransferase, EC 2.7.7.27 (ADP-glucose pyrophosphorylase, ADPGlc PPase) (ADP-glucose synthase)	glgC ECDH10B_3604	Escherichia coli (strain K12 / DH10B)	431
B1X776	reviewed	GLGX_ECODH	Glycogen debranching enzyme, EC 3.2.1.196 (Limit dextrin alpha-1,6-maltotetraose-hydrolase)	glgX ECDH10B_3605	Escherichia coli (strain K12 / DH10B)	657
B1X786	reviewed	GPMA_ECODH	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase, BPG-dependent PGAM, PGAM, Phosphoglyceromutase, dPGM, EC 5.4.2.11	gpmA ECDH10B_0822	Escherichia coli (strain K12 / DH10B)	250
B1X7A5	reviewed	BIOB_ECODH	Biotin synthase, EC 2.8.1.6	bioB ECDH10B_0843	Escherichia coli (strain K12 / DH10B)	346
B1X7A6	reviewed	BIOF_ECODH	8-amino-7-oxononanoate synthase, AONS, EC 2.3.1.47 (7-keto-8-amino-pelargonic acid synthase, 7-KAP synthase, KAPA synthase) (8-amino-7-ketopelargonate synthase)	bioF ECDH10B_0844	Escherichia coli (strain K12 / DH10B)	384
B1X7A9	reviewed	UVRB_ECODH	UvrABC system protein B, Protein UvrB (Excinuclease ABC subunit B)	uvrB ECDH10B_0847	Escherichia coli (strain K12 / DH10B)	673
B1X7B1	reviewed	MOAA_ECODH	GTP 3',8-cyclase, EC 4.1.99.22 (Molybdenum cofactor biosynthesis protein A)	moaA ECDH10B_0849	Escherichia coli (strain K12 / DH10B)	329
B1X7E2	reviewed	DPS_ECODH	DNA protection during starvation protein, EC 1.16.-.-	dps ECDH10B_0880	Escherichia coli (strain K12 / DH10B)	167
B1X7I0	reviewed	YEGS_ECODH	Probable lipid kinase YegS, EC 2.7.1.-	yegS ECDH10B_2238	Escherichia coli (strain K12 / DH10B)	299
B1X7I7	reviewed	GATY_ECODH	D-tagatose-1,6-bisphosphate aldolase subunit GatY, TBPA, TagBP aldolase, EC 4.1.2.40 (D-tagatose-bisphosphate aldolase class II) (Tagatose-bisphosphate aldolase)	gatY ECDH10B_2249	Escherichia coli (strain K12 / DH10B)	284
B1X7J5	reviewed	THIM_ECODH	Hydroxyethylthiazole kinase, EC 2.7.1.50 (4-methyl-5-beta-hydroxyethylthiazole kinase, TH kinase, Thz kinase)	thiM ECDH10B_2257	Escherichia coli (strain K12 / DH10B)	262
B1X7K4	reviewed	SYM_ECODH	Methionine--tRNA ligase, EC 6.1.1.10 (Methionyl-tRNA synthetase, MetRS)	metG ECDH10B_2267	Escherichia coli (strain K12 / DH10B)	677
B1X7N2	reviewed	CDD_ECODH	Cytidine deaminase, EC 3.5.4.5 (Cytidine aminohydrolase, CDA)	cdd ECDH10B_2300	Escherichia coli (strain K12 / DH10B)	294
B1X7P1	reviewed	GCH1_ECODH	GTP cyclohydrolase 1, EC 3.5.4.16 (GTP cyclohydrolase I, GTP-CH-I)	folE ECDH10B_2310	Escherichia coli (strain K12 / DH10B)	222
B1X7X4	reviewed	TREF_ECODH	Cytoplasmic trehalase, EC 3.2.1.28 (Alpha,alpha-trehalase) (Alpha,alpha-trehalose glucohydrolase)	treF ECDH10B_3696	Escherichia coli (strain K12 / DH10B)	549
B1X7X6	reviewed	RIMO_ECODH	Ribosomal protein S12 methylthiotransferase RimO, S12 MTTase, S12 methylthiotransferase, EC 2.8.4.4 (Ribosomal protein S12 (aspartate-C(3))-methylthiotransferase) (Ribosome maturation factor RimO)	rimO ECDH10B_0904	Escherichia coli (strain K12 / DH10B)	441
B1X7Z3	reviewed	RIMK_ECODH	Ribosomal protein S6--L-glutamate ligase, EC 6.3.2.- (Poly-alpha-glutamate synthase) (Ribosomal protein S6 modification protein)	rimK ECDH10B_0922	Escherichia coli (strain K12 / DH10B)	300
B1X800	reviewed	RLMC_ECODH	23S rRNA (uracil(747)-C(5))-methyltransferase RlmC, EC 2.1.1.189 (23S rRNA(m5U747)-methyltransferase)	rlmC rumB ECDH10B_0929	Escherichia coli (strain K12 / DH10B)	375
B1X814	reviewed	HCP_ECODH	Hydroxylamine reductase, EC 1.7.99.1 (Hybrid-cluster protein, HCP) (Prismane protein)	hcp ECDH10B_0943	Escherichia coli (strain K12 / DH10B)	550
B1X825	reviewed	LFTR_ECODH	Leucyl/phenylalanyl-tRNA--protein transferase, EC 2.3.2.6 (L/F-transferase) (Leucyltransferase) (Phenyalanyltransferase)	aat ECDH10B_0955	Escherichia coli (strain K12 / DH10B)	234
B1X833	reviewed	SYS_ECODH	Serine--tRNA ligase, EC 6.1.1.11 (Seryl-tRNA synthetase, SerRS) (Seryl-tRNA(Ser/Sec) synthetase)	serS ECDH10B_0963	Escherichia coli (strain K12 / DH10B)	430
B1X847	reviewed	SERC_ECODH	Phosphoserine aminotransferase, EC 2.6.1.52 (Phosphohydroxythreonine aminotransferase, PSAT)	serC ECDH10B_0977	Escherichia coli (strain K12 / DH10B)	362
B1X848	reviewed	AROA_ECODH	3-phosphoshikimate 1-carboxyvinyltransferase, EC 2.5.1.19 (5-enolpyruvylshikimate-3-phosphate synthase, EPSP synthase, EPSPS)	aroA ECDH10B_0978	Escherichia coli (strain K12 / DH10B)	427
B1X860	reviewed	RIHB_ECODH	Pyrimidine-specific ribonucleoside hydrolase RihB, EC 3.2.2.8 (Cytidine/uridine-specific hydrolase)	rihB ECDH10B_2319	Escherichia coli (strain K12 / DH10B)	313
B1X893	reviewed	CCME_ECODH	Cytochrome c-type biogenesis protein CcmE (Cytochrome c maturation protein E) (Heme chaperone CcmE)	ccmE cycJ ECDH10B_2354	Escherichia coli (strain K12 / DH10B)	159
B1X8C6	reviewed	UBIG_ECODH	Ubiquinone biosynthesis O-methyltransferase (2-octaprenyl-6-hydroxyphenol methylase, EC 2.1.1.222) (3-demethylubiquinone-8 3-O-methyltransferase, EC 2.1.1.64)	ubiG ECDH10B_2391	Escherichia coli (strain K12 / DH10B)	240
B1X8G8	reviewed	GHRB_ECODH	Glyoxylate/hydroxypyruvate reductase B, EC 1.1.1.79, EC 1.1.1.81	ghrB tiaE ECDH10B_3732	Escherichia coli (strain K12 / DH10B)	324
B1X8J1	reviewed	DLGD_ECODH	2,3-diketo-L-gulonate reductase, 2,3-DKG reductase, EC 1.1.1.130 (3-dehydro-L-gulonate 2-dehydrogenase)	dlgD ECDH10B_3756	Escherichia coli (strain K12 / DH10B)	332
B1X8M0	reviewed	LLDD_ECODH	L-lactate dehydrogenase, EC 1.1.-.-	lldD ECDH10B_3787	Escherichia coli (strain K12 / DH10B)	396
B1X8M6	reviewed	MUKF_ECODH	Chromosome partition protein MukF	mukF ECDH10B_0992	Escherichia coli (strain K12 / DH10B)	440
B1X8M8	reviewed	MUKB_ECODH	Chromosome partition protein MukB (Structural maintenance of chromosome-related protein)	mukB ECDH10B_0994	Escherichia coli (strain K12 / DH10B)	1486
B1X8P9	reviewed	PYRD_ECODH	Dihydroorotate dehydrogenase (quinone), EC 1.3.5.2 (DHOdehase, DHOD, DHODase) (Dihydroorotate oxidase)	pyrD ECDH10B_1015	Escherichia coli (strain K12 / DH10B)	336
B1X8V8	reviewed	RHMA_ECODH	2-keto-3-deoxy-L-rhamnonate aldolase, KDR aldolase, EC 4.1.2.53 (2-dehydro-3-deoxyrhamnonate aldolase)	rhmA ECDH10B_2405	Escherichia coli (strain K12 / DH10B)	267
B1X8W0	reviewed	RHMD_ECODH	L-rhamnonate dehydratase, RhamD, EC 4.2.1.90	rhmD ECDH10B_2407	Escherichia coli (strain K12 / DH10B)	405
B1X8W6	reviewed	ARNB_ECODH	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase, EC 2.6.1.87 (UDP-(beta-L-threo-pentapyranosyl-4''-ulose diphosphate) aminotransferase, UDP-Ara4O aminotransferase) (UDP-4-amino-4-deoxy-L-arabinose aminotransferase)	arnB ECDH10B_2413	Escherichia coli (strain K12 / DH10B)	379
B1X8W7	reviewed	ARNC_ECODH	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase, EC 2.4.2.53 (Undecaprenyl-phosphate Ara4FN transferase, Ara4FN transferase)	arnC ECDH10B_2414	Escherichia coli (strain K12 / DH10B)	322
B1X8W9	reviewed	ARND_ECODH	Probable 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD, EC 3.5.1.n3	arnD ECDH10B_2416	Escherichia coli (strain K12 / DH10B)	296
B1X8X0	reviewed	ARNT_ECODH	Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase, EC 2.4.2.43 (4-amino-4-deoxy-L-arabinose lipid A transferase) (Lipid IV(A) 4-amino-4-deoxy-L-arabinosyltransferase) (Undecaprenyl phosphate-alpha-L-Ara4N transferase)	arnT ECDH10B_2417	Escherichia coli (strain K12 / DH10B)	550
B1X8X1	reviewed	ARNE_ECODH	Probable 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE, L-Ara4N-phosphoundecaprenol flippase subunit ArnE (Undecaprenyl phosphate-aminoarabinose flippase subunit ArnE)	arnE ECDH10B_2418	Escherichia coli (strain K12 / DH10B)	111
B1X8X5	reviewed	MENC_ECODH	o-succinylbenzoate synthase, OSB synthase, OSBS, EC 4.2.1.113 (4-(2'-carboxyphenyl)-4-oxybutyric acid synthase) (o-succinylbenzoic acid synthase)	menC ECDH10B_2422	Escherichia coli (strain K12 / DH10B)	320
B1X8X8	reviewed	MEND_ECODH	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase, SEPHCHC synthase, EC 2.2.1.9 (Menaquinone biosynthesis protein MenD)	menD ECDH10B_2425	Escherichia coli (strain K12 / DH10B)	556
B1X8Z1	reviewed	NUOK_ECODH	NADH-quinone oxidoreductase subunit K, EC 7.1.1.- (NADH dehydrogenase I subunit K) (NDH-1 subunit K)	nuoK ECDH10B_2441	Escherichia coli (strain K12 / DH10B)	100
B1X8Z4	reviewed	NUOH_ECODH	NADH-quinone oxidoreductase subunit H, EC 7.1.1.- (NADH dehydrogenase I subunit H) (NDH-1 subunit H)	nuoH ECDH10B_2444	Escherichia coli (strain K12 / DH10B)	325
B1X8Z8	reviewed	NUOCD_ECODH	NADH-quinone oxidoreductase subunit C/D, EC 7.1.1.- (NADH dehydrogenase I subunit C/D) (NDH-1 subunit C/D)	nuoC nuoCD nuoD ECDH10B_2448	Escherichia coli (strain K12 / DH10B)	600
B1X8Z9	reviewed	NUOB_ECODH	NADH-quinone oxidoreductase subunit B, EC 7.1.1.- (NADH dehydrogenase I subunit B) (NDH-1 subunit B)	nuoB ECDH10B_2449	Escherichia coli (strain K12 / DH10B)	220
B1X900	reviewed	NUOA_ECODH	NADH-quinone oxidoreductase subunit A, EC 7.1.1.- (NADH dehydrogenase I subunit A) (NDH-1 subunit A) (NUO1)	nuoA ECDH10B_2450	Escherichia coli (strain K12 / DH10B)	147
B1X903	reviewed	5DNU_ECODH	5'-deoxynucleotidase YfbR, EC 3.1.3.89 (5'-deoxyribonucleotidase) (Nucleoside 5'-monophosphate phosphohydrolase)	yfbR ECDH10B_2453	Escherichia coli (strain K12 / DH10B)	199
B1X927	reviewed	ACCD_ECODH	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta, ACCase subunit beta, Acetyl-CoA carboxylase carboxyltransferase subunit beta, EC 2.1.3.15	accD ECDH10B_2478	Escherichia coli (strain K12 / DH10B)	304
B1X929	reviewed	TRUA_ECODH	tRNA pseudouridine synthase A, EC 5.4.99.12 (tRNA pseudouridine(38-40) synthase) (tRNA pseudouridylate synthase I) (tRNA-uridine isomerase I)	truA ECDH10B_2480	Escherichia coli (strain K12 / DH10B)	270
B1X931	reviewed	PDXB_ECODH	Erythronate-4-phosphate dehydrogenase, EC 1.1.1.290	pdxB ECDH10B_2482	Escherichia coli (strain K12 / DH10B)	378
B1X935	reviewed	MNMC_ECODH	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC, tRNA mnm(5)s(2)U biosynthesis bifunctional protein [Includes: tRNA (mnm(5)s(2)U34)-methyltransferase, EC 2.1.1.61; FAD-dependent cmnm(5)s(2)U34 oxidoreductase, EC 1.5.-.- ]	mnmC ECDH10B_2486	Escherichia coli (strain K12 / DH10B)	668
B1X939	reviewed	MEPA_ECODH	Penicillin-insensitive murein endopeptidase, EC 3.4.24.- (D-alanyl-D-alanine-endopeptidase, DD-endopeptidase)	mepA ECDH10B_2490	Escherichia coli (strain K12 / DH10B)	274
B1X942	reviewed	GPDA_ECODH	Glycerol-3-phosphate dehydrogenase [NAD(P)+], EC 1.1.1.94 (NAD(P)H-dependent glycerol-3-phosphate dehydrogenase)	gpsA ECDH10B_3790	Escherichia coli (strain K12 / DH10B)	339
B1X950	reviewed	TDH_ECODH	L-threonine 3-dehydrogenase, TDH, EC 1.1.1.103	tdh ECDH10B_3798	Escherichia coli (strain K12 / DH10B)	341
B1X953	reviewed	HLDD_ECODH	ADP-L-glycero-D-manno-heptose-6-epimerase, EC 5.1.3.20 (ADP-L-glycero-beta-D-manno-heptose-6-epimerase, ADP-glyceromanno-heptose 6-epimerase, ADP-hep 6-epimerase, AGME)	hldD ECDH10B_3801	Escherichia coli (strain K12 / DH10B)	310
B1X968	reviewed	COAD_ECODH	Phosphopantetheine adenylyltransferase, EC 2.7.7.3 (Dephospho-CoA pyrophosphorylase) (Pantetheine-phosphate adenylyltransferase, PPAT)	coaD ECDH10B_3816	Escherichia coli (strain K12 / DH10B)	159
B1X969	reviewed	FPG_ECODH	Formamidopyrimidine-DNA glycosylase, Fapy-DNA glycosylase, EC 3.2.2.23 (DNA-(apurinic or apyrimidinic site) lyase MutM, AP lyase MutM, EC 4.2.99.18)	mutM fpg ECDH10B_3817	Escherichia coli (strain K12 / DH10B)	269
B1X974	reviewed	DUT_ECODH	Deoxyuridine 5'-triphosphate nucleotidohydrolase, dUTPase, EC 3.6.1.23 (dUTP pyrophosphatase)	dut ECDH10B_3822	Escherichia coli (strain K12 / DH10B)	151
B1X975	reviewed	SLMA_ECODH	Nucleoid occlusion factor SlmA	slmA ECDH10B_3823	Escherichia coli (strain K12 / DH10B)	198
B1X9C1	reviewed	DGOD_ECODH	D-galactonate dehydratase, GalD, EC 4.2.1.6	dgoD ECDH10B_3878	Escherichia coli (strain K12 / DH10B)	382
B1X9C5	reviewed	NQOR_ECODH	NAD(P)H dehydrogenase (quinone), EC 1.6.5.2 (Flavoprotein WrbA) (NAD(P)H:quinone oxidoreductase, NQO)	ECDH10B_1076	Escherichia coli (strain K12 / DH10B)	198
